UUT_Order|UUT_SOURCE|DeviceA2C|Equipment Function|Serial Number|Station Name||||Product Time|TestStand Name|Login Name|Execution Time|TestScoket|BatchSerialNumber|Error Code|Error Message||||||||||||||TestStatus|
1|EV|123456|EP|12345612345600007|ADVANTEC-6DF960||||131108092901|Î÷ÍþÐ¡°æ|a  3|9916.000|-1||0|Running Running|||||||||||||Passed|
Step_Order|Step_Source|Serical_Number|ProductionTime|ErrorCode|ErrorMessage|ModuleTime|TotalTime|StepName|Step_Status|ReportText|Loop_Index|Interactive_Exenum|Num_Loops|Num_Passed|Num_Failed|Ending_Loop_Index|Step_Index|Order_Num|StepGroup|StepType|Step_PassFail|Multiple_SubName|Units|Comp|Limit.Step_Data|Limit.Low|Limit.High|Result_String|Limits_String|
113|ME|12345612345600007|131108092906|0|Running Running|0.000|0.000|Purge6|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
114|ME|12345612345600007|131108092906|0|Running Running|0.000|0.000|Purge6|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
115|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Move1X|MM|NULL|275.206|0|0|NULL|NULL|
116|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Move1Y|MM|NULL|137.928|0|0|NULL|NULL|
117|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
118|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
119|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
120|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
121|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
122|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
123|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
124|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
125|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
126|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
127|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
128|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
129|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
130|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
131|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0|0|0|NULL|NULL|
132|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0|0|0|NULL|NULL|
133|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Move1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0|0|0|NULL|NULL|
134|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line1X|MM|NULL|276.772|0|0|NULL|NULL|
135|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line1Y|MM|NULL|133.672|0|0|NULL|NULL|
136|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
137|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
138|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
139|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
140|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
141|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
142|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
143|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
144|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
145|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
146|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
147|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
148|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
149|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
150|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
151|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
152|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
153|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line1X|MM|NULL|276.772|0|0|NULL|NULL|
154|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line1Y|MM|NULL|118.636|0|0|NULL|NULL|
155|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
156|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Off|NULL|
157|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
158|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
159|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
160|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
161|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
162|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
163|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
164|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
165|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
166|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
167|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
168|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
169|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
170|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
171|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line1|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
172|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line2X|MM|NULL|279.774|0|0|NULL|NULL|
173|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line2Y|MM|NULL|119.386|0|0|NULL|NULL|
174|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
175|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
176|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
177|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
178|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
179|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
180|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
181|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
182|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
183|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
184|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
185|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
186|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
187|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
188|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
189|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
190|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
191|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line2X|MM|NULL|299.178|0|0|NULL|NULL|
192|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line2Y|MM|NULL|119.386|0|0|NULL|NULL|
193|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
194|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Off|NULL|
195|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
196|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
197|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
198|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
199|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
200|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
201|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
202|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
203|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
204|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
205|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
206|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
207|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
208|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
209|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line2|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
210|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line3X|MM|NULL|299.178|0|0|NULL|NULL|
211|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line3Y|MM|NULL|122.954|0|0|NULL|NULL|
212|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
213|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
214|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
215|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
216|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
217|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
218|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
219|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
220|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
221|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
222|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
223|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
224|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
225|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
226|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
227|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
228|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
229|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line3X|MM|NULL|277.906|0|0|NULL|NULL|
230|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line3Y|MM|NULL|122.954|0|0|NULL|NULL|
231|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
232|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Off|NULL|
233|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
234|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
235|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
236|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
237|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
238|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
239|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
